k,i,j,jw,cpau,jwau,dfpy,dfpy2,jwso,dfv,mfv,dfp,mfp,dfch,dft,pyxvxp,prob,miss,batch,str,train,match,ix,test
38456,1,2,0.066666667,0,0.05,6,36,0.1,,,,,,,6,1,1,A,"DESAI BM, 1975, 80 CORN U DEP AGR EC
DESAI GM, 1969, 24 CORN U DEPT AGR E",TRUE,,39577,FALSE
38469,1,2,0.084285714,0,0,0,0,0.155,,,,,,,0,1,1,A,"DESAI P, 1986, WEATHER GRAIN YIELDS
DESAI P, 1986, WEATHER SOVIET GRAIN",TRUE,TRUE,39590,FALSE
38477,1,2,0.085741088,0,0.02,0,0,0.111111111,,,,,,,0,0.333333333,1,A,"DESALIS JR, 1932, SISMONDI
DESALIS J, 1932, SISMONDI 1773 1842, P407",TRUE,TRUE,39595,FALSE
38646,1,2,0.031818182,0,0.02,0,0,0,,,,,,,0,1,1,A,"DEUTSCH J, 1999, HDB INCOME INEQUALIT
DEUTSCH J., 1999, HDB INCOME INEQUALIT, P363",TRUE,TRUE,39743,FALSE
39395,1,2,0.067507003,0,0.030769231,0,0,0,,,,,,,0,1,1,A,"DILLEHAY T. D, 1991, 1 AM SEARCH RES, P231
DILLEHAY TD, 1991, 1 AM SEARCH RES",TRUE,TRUE,40523,FALSE
39669,2,3,0.013333333,0,0.025,0,0,0.014285714,,,,,,,0,0.333333333,1,A,"DIXIT A, 1999, GAMES STRAEGY
DIXIT A., 1999, GAMES STRATEGY",TRUE,TRUE,40788,FALSE
39738,1,2,0.120667727,0,0,0,0,0.195833333,,,,,,,0,1,1,A,"DJANKOV S, 2000, DID PRIVATIZATION FA
DJANKOV S, 2000, WHY DID PRIVATIZATIO",TRUE,TRUE,40843,FALSE
40133,1,2,0.016366366,0,0.022222222,0,0,0.02,,,,,,,0,1,1,A,"DONALD S, 2001, INFERENCES DIFFERENC
DONALD S., 2001, INFERENCE DIFFERENCE",TRUE,TRUE,41214,FALSE
40932,1,2,0.031818182,0,0.018181818,0,0,0,,,,,,,0,1,1,A,"DRONKERS J, 1993, ADOLESCENCE CAREERS
DRONKERS J., 1993, ADOLESCENCE CAREERS, P267",TRUE,TRUE,41979,FALSE
41075,2,3,0.005128205,0,0.018181818,0,0,0,,,,,,,0,0.333333333,1,A,"DUBOFSKY M, 1994, STATE LABOR MODERN A
DUBOFSKY M., 1994, STATE LABOR MODERN A",TRUE,TRUE,42184,FALSE
41147,1,2,0.031578947,0,0,0,0,0,,,,,,,0,1,1,A,"DUCK N, 1976, INFLATION WORLD EC
DUCK N, 1976, INFLATION WORLD EC, P113",TRUE,TRUE,42273,FALSE
41266,1,2,0.043211233,0,0.054545455,1,1,0,,,,,,,1,1,1,A,"DUGARD J, 1979, HUMAN RIGHTS S AFRIC
DUGARD JOHN, 1978, HUMAN RIGHTS S AFRIC",TRUE,TRUE,42401,FALSE
41662,2,3,0.021487277,0,0.018181818,1,1,0,,,,,,,1,0.166666667,1,A,"DUNSDORF E, 1956, AUSTR WHEAT GROWING
DUNSDORFS E, 1957, AUSTR WHEAT GROWING",TRUE,TRUE,42844,FALSE
41718,1,2,0.022857143,0,0,1,1,0.02,,,,,,,1,1,1,A,"DUPUY R, 1988, REVOLUTION CHOUANNER
DUPUY R, 1989, REVO9LUTION CHOUANNE",TRUE,TRUE,42920,FALSE
41793,1,2,0.026086957,0,0,0,0,0,,,,,,,0,1,1,A,"DURLAUF S.N., 1996, DYNAMIC DISEQUILIBRI
DURLAUF S.N., 1996, DYNAMIC DISEQUILIBRI, P505",TRUE,TRUE,43026,FALSE
41839,1,2,0.033976834,0,0.022222222,0,0,0,,,,,,,0,1,1,A,"DUSTER T, 2003, GENETIC NATURE CULTU, P258
DUSTER T., 2003, GENETIC NATURE CULTU",TRUE,TRUE,43066,FALSE
42274,1,2,0.106944444,0,0,0,0,0.341666667,,,,,,,0,1,1,A,"EBBETT E, 1984, BOYS WERE AWAY NZ WO
EBBETT E, 1984, WHILE BOYS WERE AWAY",TRUE,TRUE,43494,FALSE
43109,1,2,0.05210084,0,0.028571429,0,0,0.08,,,,,,,0,1,1,A,"EIDE I, 1970, STUDENTS LINKS BETWE
EIDE I., 1970, STUDENTS LINKS CULTU",TRUE,TRUE,44558,FALSE
43202,1,2,0.015519568,0,0.028571429,0,0,0.011111111,,,,,,,0,1,1,A,"EISENBERG M.A., 1988, NATURE COMMON LAW
EISENBERG MA, 1988, NATURE COMMON LAWA",TRUE,TRUE,44703,FALSE
43345,1,5,0.046808511,0,0,0,0,0,,,,,,,0,0.1,1,A,"EKMAN P., 1972, NEBRASKA S MOTIVATIO
EKMAN P., 1972, NEBRASKA S MOTIVATIO, V19, P207",TRUE,TRUE,44898,FALSE
44190,1,2,0.074722222,0,0.05,82,6724,0,,,,,,,82,0.333333333,1,A,"ENGELS E, 1933, GERMANY REVOLUTION C, P9
ENGELS F, 1851, GERMANY REVOLUTION C",TRUE,TRUE,45731,FALSE
44438,1,2,0.028571429,0,0,0,0,0.02,,,,,,,0,1,1,A,"EPSTEIN AL, 1974, CONTENTION DISPUTE
EPSTEIN AL, 1974, CONTENTION DISPUTE A, P1",TRUE,TRUE,45935,FALSE
44682,1,2,0.054915907,0,0.02,2,4,0.046666667,,,,,,,2,0.333333333,1,A,"ERMISCH J, 2000, 200031 U ESS I SOC E
ERMISCH J., 2002, 200219 U ESS I SOC E",TRUE,TRUE,46223,FALSE
44865,1,2,0.094317595,0,0.171111111,39,1521,0,,,,,,,39,1,1,A,"ESTINGER A, 1894, COMMUNICATION    JUL
ESTRIN, 1933, COMMUNICATION    JUL",TRUE,,46393,FALSE
45337,1,2,0.051746399,0,0.02,0,0,0.105,,,,,,,0,0.333333333,1,A,"FABREGA H., 1974, DIS SOCIAL BEHAV
FABREGA H, 1974, DISEASE SOCIAL BEHAV",TRUE,TRUE,46816,FALSE
45446,1,4,0.08375,0,0.044444444,0,0,0,,,,,,,0,0.166666667,1,A,"FAINSOD, 1941, GOVT AM EC
FAINSOD M, 1941, GOVT AM EC, P45",TRUE,TRUE,46959,FALSE
45556,1,2,0.011764706,0,0,1,1,0,,,,,,,1,1,1,A,"FALK A, 2004, CHARITABLE GIVING GI
FALK A, 2005, CHARITABLE GIVING GI",TRUE,TRUE,47068,FALSE
45830,1,2,0.059752322,0,0,9,81,0.122222222,,,,,,,9,1,1,A,"FARMER REA, 1984, SELF FULFILLING PROP
FARMER REA, 1993, EC SELFFULFILLING PR",TRUE,TRUE,47319,FALSE
45856,1,2,0.050856739,0,0,2,4,0.119298246,,,,,,,2,1,1,A,"FAROOQ GM, 1971, DP133 YAL U EC GROWT
FAROOQ GM, 1973, 181 YAL U EC GROWTH",TRUE,TRUE,47336,FALSE
45908,1,2,0.037837838,0,0,0,0,0.07,,,,,,,0,0.333333333,1,A,"FARRELL W, 1975, LIBERATED MMAN MASCU
FARRELL W, 1975, LIBERATED MAN",TRUE,TRUE,47379,FALSE
46052,1,8,0.06631016,0,0,23,529,0,,,,,,,23,0.035714286,1,A,"FAY CR, 1948, COOPERATION HOME ABR, V2, P499
FAY CR, 1925, COOPERATION HOME ABR",TRUE,,47523,FALSE
46342,1,2,0.163607085,0,0.053846154,4,16,0,,,,,,,4,1,1,A,"FEINSTEIN CHARLES H, 1972, STAT TABLES NATL INC, P1855
FEINSTEIN CHARLES HILLIARD, 1976, STAT TABLES NATL INC",TRUE,TRUE,47875,FALSE
46481,1,2,0.034285714,0,0,2,4,0.066666667,,,,,,,2,1,1,A,"FELIX D, 1981, 4 WASH U DEP EC WORK
FELIX D, 1983, 60 WASH U DEP EC WOR",TRUE,TRUE,47995,FALSE
46722,1,2,0.044289451,0,0,1,1,0,,,,,,,1,0.333333333,1,A,"FERMAN LA, 1979, MENTAL HLTH EC
FERMAN LA, 1978, MENTAL HLTH EC, P193",TRUE,TRUE,48227,FALSE
46766,1,2,0.098803659,0,0,2,4,0.566666667,,,,,,,2,1,1,A,"FERNANDEZ-KELLY MARIA PATRICIA, 1983, FOR WE ARE SOLD I AN
FERNANDEZ-KELLY MARIA PATRICIA, 1985, ADV TECHNOLOGY REGIO",TRUE,,48274,FALSE
48004,1,2,0.07,0,0,0,0,0.06,,,,,,,0,1,1,A,"FLACKS R, 1974, WORKING PAPERS N JUL
FLACKS R, 1974, WORKING PAPERS NEW S, V2, P56",TRUE,TRUE,49605,FALSE
48030,1,2,0.078748979,0,0.0375,0,0,0.095294118,,,,,,,0,1,1,A,"FLAMM MICHAEL W., 2005, LAW AND ORDER STREET
FLAMM MICHAEL, 2005, LAW ORDER STREET CRI",TRUE,TRUE,49625,FALSE
48224,1,2,0.090984279,0,0,0,0,0.130588235,,,,,,,0,1,1,A,"FLETCHER R, 1974, CRISIS IND CIVILIZAT, P246
FLETCHER R, 1974, CRISIS INDUSTRIAL CI",TRUE,TRUE,49792,FALSE
48683,1,2,0.020512821,0,0,0,0,0,,,,,,,0,1,1,A,"FORD CS, 1967, CROSS CULTURAL APPRO
FORD CS, 1967, CROSS CULTURAL APPRO, P3",TRUE,TRUE,50223,FALSE
49022,1,2,0.021345029,0,0.04,1,1,0,,,,,,,1,1,1,A,"FOSTER C, 1972, POLITICS FINANCE ROL
FOSTER C.D, 1971, POLITICS FINANCE ROL",TRUE,TRUE,50561,FALSE
49125,1,2,0.14354067,0,0,9,81,0.39047619,,,,,,,9,1,1,A,"FOUCAULT M, 1990, UNPUB LECT COLL FRAN
FOUCAULT M, 1999, ABNORMAL LECT COLL F",TRUE,,50663,FALSE
49127,2,4,0.025910931,0,0.018181818,6,36,0.02,,,,,,,6,0.166666667,1,A,"FOUCAULT M, 2001, LECT COLL FRANCE 198
FOUCAULT M., 2007, LECT COLL FRANCE 197",TRUE,TRUE,50669,FALSE
49179,1,2,0.084109387,0,0,3,9,0.155384615,,,,,,,3,1,1,A,"FOWERAKER JOE, 1990, POPULAR MOVEMENTS PO
FOWERAKER JOE, 1993, POPULAR MOBILIZATION",TRUE,TRUE,50710,FALSE
49226,1,2,0.075855327,0,0,0,0,0.128888889,,,,,,,0,1,1,A,"FOX A, 1966, 3 ROY COMM TRAD UN E
FOX A, 1966, 3 ROYAL COMM TRAD UN",TRUE,TRUE,50741,FALSE
50065,1,2,0.023809524,0,0,0,0,0,,,,,,,0,0.333333333,1,A,"FRENCH JRP, 1974, OCCUPATIONAL STRESS
FRENCH JRP, 1974, OCCUPATIONAL STRESS, P19",TRUE,TRUE,51573,FALSE
50119,1,2,0.065203252,0,0,33,1089,0,,,,,,,33,0.333333333,1,A,"FREUD S, 1936, PROBLEM ANXIETY, V94, P121
FREUD S, 1969, PROBLEM ANXIETY",TRUE,,51642,FALSE
50484,1,2,0.045555556,0,0.054545455,0,0,0,,,,,,,0,1,1,A,"FRISCH J, 1963, STUDIES JAPANESE CUL
FRISCH JOHN, 1963, STUDIES JAPANESE CUL, P225",TRUE,TRUE,52033,FALSE
51084,1,2,0.053282828,0,0.05,1,1,0,,,,,,,1,1,1,A,"GABBAY D. M., 1984, HDB PHILOS LOGIC
GABBAY D., 1983, HDB PHILOS LOGIC",TRUE,TRUE,52609,FALSE
51216,1,2,0.083248874,0,0.305833333,5,25,0,,,,,,,5,1,1,A,"GAGNE RM, 1965, TEACHING MACHINES PR
GLASER R., 1960, TEACHING MACHINES PR",TRUE,,52705,FALSE
51724,1,2,0.159197324,0,0.08,0,0,0,,,,,,,0,1,1,A,"GANS H, 1995, WAR POOR, P7
GANS H. J., 1995, WAR POOR",TRUE,TRUE,53287,FALSE
51826,1,2,0.090508475,0,0.094428152,0,0,0,,,,,,,0,1,1,A,"GARCIA-BAQUERO ANTONIO, 1976, CADIZ ATLANTICO 1717
GARCIA-BAQUERO GONZALEZ ANTONIO, 1976, CADIZ ATLANTICO 1717",TRUE,TRUE,53351,FALSE
51953,1,2,0.063588517,0,0.079166667,1,1,0,,,,,,,1,1,1,A,"GARFINKEL I., 1977, EARNINGS CAPACITY PO
GARFINKEL IRVING, 1978, EARNINGS CAPACITY PO",TRUE,TRUE,53484,FALSE
52821,1,2,0.016366366,0,0.02,1,1,0,,,,,,,1,1,1,A,"GERLACH M, 1991, ALLIANCE CAPITALISM
GERLACH M., 1992, ALLIANCE CAPITALISM",TRUE,TRUE,54415,FALSE
53461,3,4,0.015931721,0,0.02,30,900,0,,,,,,,30,0.166666667,1,A,"GILBERT N, 1965, ARTIFICIAL SOC COMPU
GILBERT N., 1995, ARTIFICIAL SOC COMPU",TRUE,TRUE,55320,FALSE
54033,1,2,0.025,0,0,0,0,0,,,,,,,0,1,1,A,"GLADNEY DRU C., 1998, MAKING MAJORITIES CO
GLADNEY DRU C., 1998, MAKING MAJORITIES CO, P151",TRUE,TRUE,55867,FALSE
54238,1,2,0.065361077,0,0.107878788,0,0,0.01,,,,,,,0,1,1,A,"GLEIJESES PIERO, 1991, SHATTERED HOPE GUATE
GLEIJESIS P, 1991, SHATTERED HOPE GUAT",TRUE,TRUE,56022,FALSE
54808,1,2,0.028095238,0,0,0,0,0.051052632,,,,,,,0,0.333333333,1,A,"GOLDIN C, 1992, STRATEGIC FACTORIES
GOLDIN C, 1992, STRATEGIC FACTORS 19",TRUE,TRUE,56606,FALSE
54868,1,2,0.027272727,0,0,0,0,0,,,,,,,0,1,1,A,"GOLDMANN L, 1959, RECHERCHES DIALECTIQ
GOLDMANN L, 1959, RECHERCHES DIALECTIQ, P129",TRUE,TRUE,56680,FALSE
54905,1,3,0.063395277,0,0,0,0,0.024264706,,,,,,,0,0.333333333,1,A,"GOLDSCHMIDT, 1891, HDB HANDELSRECHTS
GOLDSCHMIDT, 1891, HDB HANDELRECHTS, P347",TRUE,TRUE,56727,FALSE
54906,1,2,0.008888889,0,0,0,0,0.02,,,,,,,0,1,1,A,"GOLDSCHMIDTCLER.L, 1987, EC EVALUATION UNPAID
GOLDSCHMIDTCLER.L, 1987, EC EVALUATIONS UNPAI",TRUE,TRUE,56728,FALSE
54962,1,2,0.01,0,0,2,4,0,,,,,,,2,1,1,A,"GOLDSTEIN JH, 1977, SPORTS GAMES PLAY SO
GOLDSTEIN JH, 1979, SPORTS GAMES PLAY SO",TRUE,TRUE,56837,FALSE
55605,1,2,0.117293233,0,0,0,0,0.433333333,,,,,,,0,1,1,A,"GORDON JRM, 1984, REPORT COMMISSION PR
GORDON JRM, 1984, UNPUB REPORT COMMISS",TRUE,TRUE,57458,FALSE
55720,1,3,0.061904762,0,0.085714286,0,0,0.02,,,,,,,0,0.333333333,1,A,"GORHAM DEBORAH, 1982, VICTORIAN GIRL FEMIN
GORHAM D, 1982, VICTORIAN GIRL FENIM",TRUE,TRUE,57571,FALSE
56505,1,2,0.090564784,0,0.222222222,0,0,0,,,,,,,0,1,1,A,"GRAVELLE HSE, 1984, PERFORMANCE PUBLIC E
GREENE WH, 1984, PERFORMANCE PUBLIC E, P269",TRUE,,58493,FALSE
56864,2,3,0.012081633,0,0,0,0,0,,,,,,,0,0.333333333,1,A,"GREENBERG CLEMENT, 1993, COLLECTED ESSAYS CRI, V3
GREENBERG CLEMENT, 1993, COLLECTED ESSAYS CRI, VIV",TRUE,TRUE,58847,FALSE
57053,1,3,0.081410256,0,0,4,16,0.201282051,,,,,,,4,0.333333333,1,A,"GREENWOOD J, 1988, 88 I EMP MACR
GREENWOOD J, 1992, 76 I EMP MACR FED RE",TRUE,,59032,FALSE
57090,1,2,0.02,0,0,0,0,0,,,,,,,0,0.333333333,1,A,"GREER TH, 1949, AM SOCIAL REFORM MOV
GREER TH, 1949, AM SOCIAL REFORM MOV, P3",TRUE,TRUE,59082,FALSE
57533,1,2,0.011111111,0,0.05,0,0,0,,,,,,,0,1,1,A,"GRITZ RM, 1989, INFLUENCE UNEMPLOYME
GRITZ WM, 1989, INFLUENCE UNEMPLOYME",TRUE,TRUE,59549,FALSE
57566,1,3,0.024175824,0,0.018181818,0,0,0,,,,,,,0,0.333333333,1,A,"GRODZINS M, 1958, METROPOLITAN AREA RA, P5
GRODZINS M., 1958, METROPOLITAN AREA RA",TRUE,TRUE,59574,FALSE
57760,1,2,0.059784946,0,0.0625,2,4,0,,,,,,,2,1,1,A,"GROSSMITH G, 1894, DIARY NOBODY
GROSSMITH GEORGE, 1892, DIARY NOBODY",TRUE,TRUE,59773,FALSE
57777,1,2,0.054884723,0,0.072727273,3,9,0,,,,,,,3,1,1,A,"GROVE A, 1996, ONLY PARANOID SURVIV
GROVE A. S., 1999, ONLY PARANOID SURVIV",TRUE,TRUE,59783,FALSE
58218,1,3,0.04263449,0,0.016666667,0,0,0.078968008,,,,,,,0,0.333333333,1,A,"GULLESTAD M, 2006, PLAUSIBLE JUSTICE
GULLESTAD M., 2006, PLAUSIBLE PREJUDICE",TRUE,TRUE,60147,FALSE
58560,1,2,0.034065934,0,0.036363636,0,0,0,,,,,,,0,1,1,A,"GUTKIND P, 1969, STRESS RESPONSE FIEL, P20
GUTKIND PCW, 1969, STRESS RESPONSE FIEL",TRUE,TRUE,60445,FALSE
58722,1,2,0.076296296,0,0.028571429,0,0,0.061538462,,,,,,,0,1,1,A,"HAAS J, 1990, ANTHR WARFARE
HAAS J., 1990, ANTHR WAR, P171",TRUE,TRUE,60569,FALSE
59429,1,2,0.04574298,0,0.057142857,0,0,0,,,,,,,0,0.333333333,1,A,"HALL EE, 1956, MODERN SCI HUMAN VAL, P290
HALL EW, 1956, MODERN SCI HUMAN VAL",TRUE,TRUE,61297,FALSE
59844,1,2,0.051802168,0,0.083675214,0,0,0,,,,,,,0,0.333333333,1,A,"HAMMERMESH D.S, 1977, ESSAYS LABOR MARKET
HAMERMESH D. S., 1977, ESSAYS LABOR MARKET",TRUE,TRUE,61751,FALSE
59879,1,2,0.071585557,0,0.0625,0,0,0,,,,,,,0,1,1,A,"HAMILTON BRUCE W, 1983, LOCAL PROVISION PUBL, P85
HAMILTON BW, 1983, LOCAL PROVISION PUBL",TRUE,TRUE,61808,FALSE
60087,1,2,0.028384019,0,0.018181818,0,0,0,,,,,,,0,1,1,A,"HAMMOUDI A, 1985, PROPERTY SOCIAL STRU, P27
HAMMOUDI A., 1985, PROPERTY SOCIAL STRU",TRUE,TRUE,62026,FALSE
60543,1,2,0.048678862,0,0.014285714,0,0,0,,,,,,,0,1,1,A,"HANUSHEK E. A., 1999, EARNING LEARNING SCH, P131
HANUSHEK E.A., 1999, EARNING LEARNING SCH",TRUE,TRUE,62545,FALSE
60662,1,2,0.085891473,0,0.073684211,0,0,0.0625,,,,,,,0,1,1,A,"HARDGRAVE RL, 1969, NADARS TAMILNAD POLI
HARDGRAVE ROBERT L., 1969, NADARS TAMILNADU",TRUE,TRUE,62650,FALSE
60810,1,2,0.01025641,0,0,1,1,0,,,,,,,1,1,1,A,"HARGREAVES A, 1985, 2 CULTURES SCH CASE
HARGREAVES A, 1986, 2 CULTURES SCH CASE",TRUE,TRUE,62819,FALSE
60971,1,2,0.082436975,0,0,1,1,0.077777778,,,,,,,1,1,1,A,"HARPER EB, 1962, ANTHROPOLOGY MARCH
HARPER EB, 1963, ANTHR MARCH, P165",TRUE,TRUE,62984,FALSE
62515,1,2,0.082356322,0,0.083333333,0,0,0.073333333,,,,,,,0,0.333333333,1,A,"HEALY KIERAN, 2006, LAST BEST GIFT ALTRU
HEALY K, 2006, LAST BEST GIFTS",TRUE,TRUE,64751,FALSE
63100,1,2,0.064864865,0,0.022222222,0,0,0.11,,,,,,,0,1,1,A,"HELLER P, 1999, LABOR DEV
HELLER P., 1999, LABOR DEV WORKERS TR",TRUE,TRUE,65337,FALSE
63267,1,2,0.010526316,0,0,1,1,0,,,,,,,1,1,1,A,"HEMRICK EF, 1985, SEMINARIANS THEOLOGY
HEMRICK EF, 1986, SEMINARIANS THEOLOGY",TRUE,TRUE,65498,FALSE
63396,1,2,0.065217391,0,0,0,0,0.052631579,,,,,,,0,1,1,A,"HENDRY CE, 1941, SOCIAL WORK YB
HENDRY CE, 1941, SOCIAL WORK YB 1941, V6, P526",TRUE,TRUE,65680,FALSE
63615,1,2,0.07960688,0,0,0,0,0.155,,,,,,,0,1,1,A,"HERBERG H, 1971, TRADE BALANCE PAYMEN
HERBERG H, 1971, TRADE PAYMENTS WELFA",TRUE,TRUE,65907,FALSE
63626,1,2,0.096486338,0,0.125263158,0,0,0.06,,,,,,,0,1,1,A,"HERBERT C., 1991, CULTURE ANOMIE ETHNO
HERBERT CHRISTOPHER, 1991, CULTURE ANOMIE",TRUE,TRUE,65914,FALSE
63774,1,2,0.096462316,0,0.044444444,0,0,0,,,,,,,0,1,1,A,"HERNDEL D, 1991, FEMINISM BAKHTIN DIA
HERNDL DP, 1991, FEMINISM BAKHTIN DIA, P7",TRUE,TRUE,66074,FALSE
63940,1,2,0.024390244,0,0,0,0,0,,,,,,,0,1,1,A,"HERZFELD EG, 1905, FAMILY MONOGRAPHS
HERZFELD EG, 1905, FAMILY MONOGRAPHS, P48",TRUE,TRUE,66247,FALSE
64229,1,2,0.095907336,0,0,0,0,0.073684211,,,,,,,0,1,1,A,"HICKMAN BG, 1976, ANN GROWTH MODEL US
HICKMAN BG, 1976, ANNUAL GROWTH MODEL",TRUE,TRUE,66551,FALSE
64373,1,2,0.021621622,0,0.022222222,0,0,0.03,,,,,,,0,1,1,A,"HIGHET J, 1960, SCOTTISH CHURCHES
HIGHET J., 1960, SCOTTISH CHURCHES RE",TRUE,TRUE,66673,FALSE
64615,1,2,0.072557173,0,0,1,1,0.11,,,,,,,1,1,1,A,"HILLEL D., 1991, OUT EARTH
HILLEL D., 1992, OUT EARTH CIVILIZATI",TRUE,TRUE,66887,FALSE
65627,1,2,0.021052632,0,0,6,36,0.033333333,,,,,,,6,1,1,A,"HOGARTY TF, 1981, 22 AM PETR I RES STU
HOGARTY TF, 1987, 42 AM PETR I RES STU",TRUE,TRUE,67992,FALSE
65629,1,2,0.021693122,0,0.022222222,5,25,0,,,,,,,5,0.166666667,1,A,"HOGBEN L, 1943, SCI CITIZEN
HOGBEN L., 1938, SCI CITIZEN",TRUE,TRUE,67995,FALSE
65631,1,2,0.045171405,0,0.022222222,0,0,0.062817337,,,,,,,0,1,1,A,"HOGBEN L, 1949, CAVE PAINTING COMIC
HOGBEN LT, 1949, CAVE PAINTING TO COM",TRUE,TRUE,68002,FALSE
65900,1,2,0.038211382,0,0,0,0,0.032163743,,,,,,,0,1,1,A,"HOLLINGWORTH LS, 1928, PSYCHOL ADOLESCENCE, P117
HOLLINGWORTH LS, 1928, PSYCHOL ADOLESCENT",TRUE,TRUE,68246,FALSE
66925,1,2,0.016326531,0,0,0,0,0,,,,,,,0,1,1,A,"HOUSTON STEPHEN D., 2001, THE DECIPHERMENT OF
HOUSTON STEPHEN D., 2001, THE DECIPHERMENT OF, P3",TRUE,TRUE,69181,FALSE
66937,2,3,0.025531915,0,0,0,0,0,,,,,,,0,0.333333333,1,A,"HOUTHAKKER HS, 1968, VALUE CAPITAL GROWTH
HOUTHAKKER HS, 1968, VALUE CAPITAL GROWTH, P193",TRUE,TRUE,69204,FALSE
67031,1,2,0.086834734,0,0.357142857,0,0,0.026666667,,,,,,,0,1,1,A,"HOWE B, 1978, 73RD ANN M AM SOC AS
OTTO LB, 1978, 73D ANN M AM SOC ASS",TRUE,,69286,FALSE
67669,1,2,0.066866867,0,0,0,0,0.022222222,,,,,,,0,1,1,A,"HUIZINGA J, 1984, J FINANC, V39, P699
HUIZINGA J, 1984, J FINANCE",TRUE,TRUE,69948,FALSE
67687,1,2,0.056468227,0,0,2,4,0.094545455,,,,,,,2,0.166666667,1,A,"HULL CH, 1981, SPSS79 UPD
HULL CH, 1979, SPSS UPDATE",TRUE,TRUE,69962,FALSE
67955,1,2,0.029795649,0,0,3,9,0,,,,,,,3,1,1,A,"HUNTER JE, 1984, MATH MODELS ATTITUDE
HUNTER JE, 1987, MATH MODELS ATTITUDE, V1",TRUE,TRUE,70207,FALSE
68175,1,2,0.005128205,0,0,0,0,0.01,,,,,,,0,1,1,A,"HUTCHINGS R, 1971, SEASONAL INFLUENCE S
HUTCHINGS R, 1971, SEASONAL INFLUENCES",TRUE,TRUE,70488,FALSE
68664,1,2,0.011764706,0,0,0,0,0.02,,,,,,,0,1,1,A,"INCE L, 1991, KNIGHT FAMILY BRIT I
INCE L, 1991, KNIGHT FAMILY BRITIS",TRUE,TRUE,71002,FALSE
68963,1,2,0.091570881,0,0,0,0,0.170769231,,,,,,,0,1,1,A,"IRWIN DA, 1995, IN PRESS EUROPES POS
IRWIN DA, 1995, IN PRESS POLITICAL E",TRUE,TRUE,71304,FALSE
69206,2,3,0.039745628,0,0.06,0,0,0,,,,,,,0,0.333333333,1,A,"IVANOFF A., 1994, INVOLUNTARY CLIENTS
IVANOFF, 1994, INVOLUNTARY CLIENTS",TRUE,TRUE,71530,FALSE
69273,1,2,0.016825397,0,0,0,0,0.030526316,,,,,,,0,1,1,A,"IZARD CE, 1984, EMOTIONS COGNITION B
IZARD CE, 1984, EMOTIONS COGNITIONS",TRUE,TRUE,71593,FALSE
69497,1,2,0.017777778,0,0,126,15876,0,,,,,,,126,1,1,A,"JACOBS HARRIET A., 1861, INCIDENTS LIFE SLAVE
JACOBS HARRIET A., 1987, INCIDENTS LIFE SLAVE",TRUE,TRUE,71769,FALSE
69537,1,2,0.043243243,0,0.022222222,0,0,0.07,,,,,,,0,1,1,A,"JACOBS R, 1997, WAY WIND BLEW
JACOBS R., 1997, WAY WIND BLEW HIST W",TRUE,TRUE,71799,FALSE
70233,3,5,0.021487277,0,0.042222222,5,25,0,,,,,,,5,0.1,1,A,"JEFFERY P., 1984, FROGS WELL INDIAN WO
JEFFREY P, 1989, FROGS WELL INDIAN WO",TRUE,TRUE,72463,FALSE
70493,1,2,0.091539028,0,0,28,784,0.196296296,,,,,,,28,1,1,A,"JENSEN AR, 1969, ENV HEREDITY INTELLI, P1
JENSEN AR, 1997, HEREDITY INTELLIGENC",TRUE,TRUE,72712,FALSE
70822,1,2,0.092821924,0,0.683333333,1,1,0,,,,,,,1,1,1,A,"JOHN WEEKS, 2003, UNPOPULAR CULTURE RI
WEEKS J., 2004, UNPOPULAR CULTURE RI",TRUE,TRUE,73134,FALSE
71152,1,2,0.066157462,0,0.061538462,0,0,0,,,,,,,0,1,1,A,"JOHNSON T, 1977, IND SOC CLASS CLEAVA
JOHNSON T. J., 1977, IND SOC CLASS CLEAVA, P93",TRUE,TRUE,73521,FALSE
71360,1,2,0.09037037,0,0.078571429,3,9,0.13,,,,,,,3,1,1,A,"JONES E, 1987, HIST GKN, VI
JONES RA, 1984, HIST ANTHR, V2",TRUE,,73717,FALSE
71444,3,5,0.026068376,0,0.025,0,0,0,,,,,,,0,0.1,1,A,"JONES K., 1960, MENTAL HLTH SOCIAL P
JONES K, 1960, MENTAL HLTH SOCIAL P, P2",TRUE,TRUE,73820,FALSE
71637,1,3,0.027906977,0,0,0,0,0,,,,,,,0,0.333333333,1,A,"JORDAN JP, 1925, COST ACCOUNTING PRIN, P267
JORDAN JP, 1925, COST ACCOUNTING PRIN",TRUE,TRUE,73986,FALSE
71673,1,2,0.015519568,0,0,0,0,0.023333333,,,,,,,0,1,1,A,"JORESKOG KG, 1970, ACOUS GENERAL COMPUT
JORESKOG KG, 1970, ACOVS GENERAL COMPUT",TRUE,TRUE,74020,FALSE
71851,1,2,0.053325123,0,0.046153846,3,9,0,,,,,,,3,1,1,A,"JOYNSON R. B., 1989, BURT AFFAIR
JOYNSON RB, 1992, BURT AFFAIR",TRUE,TRUE,74174,FALSE
72301,1,2,0.044202172,0,0.04,1,1,0,,,,,,,1,1,1,A,"KAIN R J P, 1985, TITHE SURVEYS ENGLAN
KAIN RJP, 1984, TITHE SURVEYS ENGLAN",TRUE,TRUE,74627,FALSE
